-0,9329140461;0,25;4,0733663627;3,75;-0,3233663627;;-164,9;;0,0005277574;;0,2809640357
-0,8815513627;0,5;3,8491023719;3,75;-0,0991023719;;;;;;
-0,9390756303;0,75;4,1002695802;3,75;-0,3502695802;;;;;;
-0,9511158342;1;4,1528405133;3,75;-0,4028405133;;;;;;
-0,8848614072;1,25;3,8635549619;3,75;-0,1135549619;;;;;;
-0,983853606;1,5;4,2957828765;3,75;-0,5457828765;;;;;;
-0,8181818182;1,75;3,5724130327;3,75;0,1775869673;;;;;;
-0,8492569002;2;3,7080956225;3,75;0,0419043775;;;;;;
-0,8353067815;2,25;3,6471854619;3,75;0,1028145381;;;;;;
-0,8284473398;2,5;3,6172352013;3,75;0,1327647987;;;;;;
-0,9068522484;2,75;3,9595731889;3,75;-0,2095731889;;;;;;
-0,8310308183;3;3,6285153982;3,75;0,1214846018;;;;;;
-0,8826754386;3,25;3,854010405;3,75;-0,104010405;;;;;;
-0,7989304813;3,5;3,4883562555;3,75;0,2616437445;;;;;;
-0,8588235294;3,75;3,7498662291;3,75;0,0001337709;;;;;;
-0,8142250531;4;3,5551366781;3,75;0,1948633219;;;;;;
-0,8286937901;4,25;3,6183112729;3,75;0,1316887271;;;;;;
-0,9467518637;4,5;4,1337861847;3,75;-0,3837861847;;;;;;
-0,8989247312;4,75;3,9249594084;3,75;-0,1749594084;;;;;;
-0,9576719577;5;4,181466401;3,75;-0,431466401;;;;;;
-0,8656716418;5,25;3,779767023;3,75;-0,029767023;;;;;;
-0,8772874058;5,5;3,8304847313;3,75;-0,0804847313;;;;;;
-0,9458288191;5,75;4,129755911;3,75;-0,379755911;;;;;;
-0,9609120521;6;4,195613569;3,75;-0,445613569;;;;;;
-1,0339342524;6,25;4,5144491311;3,75;-0,7644491311;;;;;;
-0,928342246;6,5;4,0534045913;3,75;-0,3034045913;;;;;;
-0,9978070175;6,75;4,3567074144;3,75;-0,6067074144;;;;;;
-0,8732083793;7;3,8126745487;3,75;-0,0626745487;;;;;;
-0,8619565217;7,25;3,763545759;3,75;-0,013545759;;;;;;
-0,8163265306;7,5;3,5643123229;3,75;0,1856876771;;;;;;
-0,8415417559;7,75;3,6744091221;3,75;0,0755908779;;;;;;
-0,8469713071;8;3,6981160772;3,75;0,0518839228;;;;;;
-0,8862660944;8,25;3,8696882231;3,75;-0,1196882231;;;;;;
-0,8433598184;8,5;3,6823472968;3,75;0,0676527032;;;;;;
-0,8861439313;8,75;3,8691548242;3,75;-0,1191548242;;;;;;
-0,7927736451;9;3,4614737686;3,75;0,2885262314;;;;;;
-0,8006329114;9,25;3,4957895464;3,75;0,2542104536;;;;;;
-0,9767195767;9,5;4,2646336885;3,75;-0,5146336885;;;;;;
-0,8772874058;9,75;3,8304847313;3,75;-0,0804847313;;;;;;
-0,9685466377;10;4,2289483273;3,75;-0,4789483273;;;;;;
-0,9359658485;10,25;4,0866913941;3,75;-0,3366913941;;;;;;
-0,9166666667;10,5;4,0024257126;3,75;-0,2524257126;;;;;;
-0,878435518;10,75;3,8354977134;3,75;-0,0854977134;;;;;;
-0,9026737968;11;3,9413288884;3,75;-0,1913288884;;;;;;
-0,8949579832;11,25;3,9076394657;3,75;-0,1576394657;;;;;;
-0,9665271967;11,5;4,2201308768;3,75;-0,4701308768;;;;;;
-0,9145833333;11,75;3,9933292905;3,75;-0,2433292905;;;;;;
-0,9405010438;12;4,1064933388;3,75;-0,3564933388;;;;;;
-0,8863879957;12,25;3,8702204786;3,75;-0,1202204786;;;;;;
-0,8921568627;12,5;3,8954089823;3,75;-0,1454089823;;;;;;
-0,9968017058;12,75;4,352317939;3,75;-0,602317939;;;;;;
-0,8593238822;13;3,7520509109;3,75;-0,0020509109;;;;;;
-0,8806629834;13,25;3,845223457;3,75;-0,095223457;;;;;;
